label,drug,n,active
168,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,-8.657260686989554,0
425,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,-8.637610555419505,0
175,C1=CN=CC=C1C2=CNC(=O)C(=C2)N,-8.62999476635137,0
411,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3,-8.622494883730539,0
265,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl.Cl,-8.598382600118615,0
228,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,-8.541103249818926,0
103,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F,-8.522579336394216,0
288,CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N.Cl,-8.340751449740955,0
123,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,-8.32588395155625,0
221,CN(C)C(=N)N=C(N)N.Cl,-8.3100867139457,0
370,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl.Cl,-8.291729236042979,0
143,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,-8.22122631050118,0
97,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,-8.111588069979735,0
229,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-8.08464158567599,0
104,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,-8.05857124987045,0
82,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N=NC3=CC(=C(C=C3)O)C(=O)O,-8.04006541209455,0
359,CC1C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O,-8.03154990952128,0
280,CC1=CC=CN2C1=NC=C(C2=O)C3=NN=N[N-]3.[K+],-8.030377743151835,0
289,CS(=O)(=O)OCCCCOS(=O)(=O)C,-7.93968874816954,0
110,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4,-7.87544191163138,0
321,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,-7.763742751559525,0
272,C1=CC(=CC=C1N)S(=O)(=O)N,-7.754852724173455,0
294,C=CC(CCC(=O)O)N,-7.69738397064898,0
227,C1CCC2=NC3=CC=CC=C3C(=C2C1)N.Cl,-7.69653189178246,0
257,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O,-7.68505449175013,0
92,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,-7.6404351063201705,0
356,CS(=O)(=O)O.C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O,-7.633123448063295,0
416,C(CS(=O)(=O)[O-])S.[Na+],-7.583564566094109,0
315,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,-7.526088415926245,0
242,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,-7.500982253819638,0
376,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O.Cl,-7.487691878715605,0
430,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,-7.4509997689157945,0
327,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,-7.398766640224215,0
173,C1=CC=C(C=C1)CCCC(=O)[O-].[Na+],-7.384930706942405,0
361,CC(C)(C)C1=CC=C(C=C1)CN(C)CC2=CC=CC3=CC=CC=C32.Cl,-7.3335327342426,0
346,COC1=CC=CC=C1OCC(COC(=O)N)O,-7.29147030036944,0
83,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,-7.27584095059629,0
121,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)CNS(=O)(=O)N)C(=O)O)C(C)O,-7.2517448587834,0
179,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5,-7.250976312013581,0
172,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,-7.20526690231976,0
204,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,-7.173526352124025,0
42,CC1CC(=O)C=C(C12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC,-7.12938398569058,0
275,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,-7.1046376245049405,0
134,C1N2CN3CN1CN(C2)C3.C1=CC=C(C=C1)C(=O)NCC(=O)O,-7.027458942543385,0
248,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,-6.9534413479400605,0
306,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,-6.89905569860422,0
133,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O,-6.893426234917995,0
44,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,-6.847032213022571,0
352,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C,-6.77625300340762,0
300,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4.Cl,-6.6377746858312605,0
262,C1C2CNCC1C3=CC4=NC=CN=C4C=C23.C(C(C(=O)O)O)(C(=O)O)O,-6.460272574714715,0
338,CC(=O)NC1=CC=C(C=C1)O,-6.40338304238044,0
367,CCC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,-6.38101748420844,0
383,CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl,-6.376959072314835,0
398,CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O,-6.324233739365095,0
336,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,-6.31255097085266,0
380,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl,-6.299721893216216,0
349,CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O,-6.260946639766015,0
408,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,-6.258305030163175,0
53,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)[O-].O.[Na+],-6.203437229546455,0
308,COC1=CC=CC=C1OCCNCC(COC2=CC=CC3=C2C4=CC=CC=C4N3)O,-6.19081237515902,0
292,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F,-6.1810320869502,0
246,C1=CC(=C(C(=C1)Cl)SC(CCC2=CC=C(C=C2)Cl)CN3C=CN=C3)Cl.[N+](=O)(O)[O-],-6.0318750854874255,0
355,C1=CC=C(C=C1)CC2NC3=C(C=C(C(=C3)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N2,-6.015872962666306,0
184,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5.CS(=O)(=O)O,-5.999322069324495,0
357,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,-5.88313381308661,0
162,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,-5.87747607635018,0
387,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,-5.80482885806688,0
307,CC1=CC(=CC=C1)NC2=C(C=NC=C2)S(=O)(=O)NC(=O)NC(C)C,-5.79147088404504,0
14,CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl.Cl,-5.73890603834476,0
342,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,-5.648434155874154,0
424,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,-5.590879984963371,0
260,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl,-5.58597319175073,0
255,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,-5.5802188753695,0
216,CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC.Cl,-5.523495372123745,0
341,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,-5.51296030741433,0
384,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O,-5.51056936423444,0
203,C1=NC2=C(N1)C(=S)N=CN2.O,-5.507493889045645,0
130,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,-5.5013165150554,0
72,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,-5.483608389298365,0
96,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,-5.473866427193935,0
124,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl,-5.374018442130771,0
167,CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4,-5.271073220271575,0
368,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,-5.234814553405285,0
318,CCCCCCCCCCCCCCCC(=O)OC1C(C(C(OC1SC)C(C(C)Cl)NC(=O)C2CC(CN2C)CCC)O)O.Cl,-5.18637580487618,0
79,CC(C)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=NC=N4)C5=C(C=C(C=C5)Cl)Cl,-5.103538307958285,0
339,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO.Cl.Cl,-5.071415374067151,0
343,CC(C12CC3CC(C1)CC(C3)C2)N.Cl,-5.051178214317356,0
402,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,-5.01420181556312,0
344,CCC(C(=O)N)N1CCCC1=O,-5.008252416748335,0
213,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C.C(CC(=O)O)C(=O)O,-5.006467450565054,0
323,C1C(C(=O)NO1)N,-4.9917269732928755,0
375,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N.Cl,-4.9669452084606105,0
386,CN1C(=C2C(=NC=N2)N(C1=O)C)[O-].C[N+](C)(C)CCO,-4.9233168528556,0
68,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,-4.901565599359994,0
324,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,-4.89889261079909,0
415,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,-4.87624912165773,0
304,CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O.Cl,-4.823737224551595,0
182,CC(CC1=CC=CC=C1)N(C)CC#C.Cl,-4.749141044434025,0
165,CC(=O)NC(CS)C(=O)O,-4.694385837883095,0
391,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O,-4.68959278771493,0
135,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2,-4.600404299176304,0
139,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,-4.47216723940858,0
258,CC1=CC(=O)N(C(=C1)C2CCCCC2)O,-4.4699386137370105,0
374,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+],-4.3865516413111,0
330,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)C(C(C)C)C(=O)O,-4.379050612577805,0
10,CN(C)C1C2CC3C(C4=C(C=CC(=C4C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O)Cl)O.Cl,-4.18180197337078,0
422,CC(C)(C1=CN=CC=C1)C(=O)C2=CN=CC=C2,-4.113204631547953,0
113,CNC(=O)C1=CN(N=C1)C2=NC(=C3C(=N2)N(C=N3)C4C(C(C(O4)CO)O)O)N,-4.096441649223085,0
278,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O.Cl,-4.091691951586088,0
414,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,-3.9921940053021454,0
401,C1C2N(C1=O)C(C(=CCO)O2)C(=O)[O-].[K+],-3.96612446381587,0
296,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NN=N[N-]4)CO)Cl.[K+],-3.8544025157254396,0
317,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC,-3.8256846026711613,0
276,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,-3.729926726893025,0
396,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54,-3.706385417188195,0
325,C1=CC(=CC=C1CSC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl.[N+](=O)(O)[O-],-3.682518479725965,0
363,CCCC1=NC(=C2N1N=C(NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C,-3.59881076260539,0
397,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,-3.542809127388055,0
120,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C,-3.531417932076705,0
350,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,-3.50122475445547,0
351,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3[N-]2)OCCCOC.[Na+],-3.33953285845516,0
283,COC1=CC=C(C=C1)O,-3.30796074216151,0
404,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O.Cl,-3.26179444995509,0
319,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2,-3.253005344585625,0
293,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,-3.1146675953290908,0
310,COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F.C(=CC(=O)O)C(=O)O,-3.1081628986638283,0
353,CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+],-3.096012833926035,0
369,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,-3.08507538301746,0
328,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O,-3.02573701445893,0
429,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,-2.8475935812742836,0
286,CC(=O)NO,-2.7714553846923455,0
284,COC(=O)CCC(=O)CN.Cl,-2.6530948873199898,0
385,CC1=C(C(=CC=C1)C)OCC(C)N.Cl,-2.38679596632582,0
395,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.O.O.[Cl-].[Cl-],-2.3757962597422253,0
116,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[Na+],-2.3705945006138553,0
394,CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,-2.310835572442395,0
329,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C,-2.29478060820095,0
309,C1CC(N(C1)C(=O)C(CCCCN)NC(CCC2=CC=CC=C2)C(=O)O)C(=O)O.O.O,-2.203593719135265,0
400,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,-2.1915425790112755,0
354,CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,-2.10368577113563,0
390,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,-2.068402565019265,0
381,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,-2.05825440748579,0
115,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,-2.0383904821671734,0
388,CC12CCC3C(C1CCC2OP(=O)([O-])[O-])CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+].[Na+],-1.9841535480560197,0
334,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1,-1.841685938776551,0
144,C(CS)N.Cl,-1.82687769873949,0
326,CC1=CC(=NO1)C(=O)NNCC2=CC=CC=C2,-1.8268306363474793,0
372,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,-1.6892466645657715,0
220,CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,-1.6838475947982001,0
237,CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,-1.67238995735085,0
91,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,-1.468310561769085,0
403,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O.O.Cl.[Cl-],-1.4326148642131997,0
70,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)F)Cl)N,-1.2363543129081398,0
270,CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C.Cl,-1.2071268377753148,0
285,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,-1.1955633478205447,0
407,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,-1.17281165085484,0
298,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl.Cl.Cl,-1.1287975683833098,0
348,C(CCCC(=O)O)CCCC(=O)O,-1.0141947593039853,0
295,C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54,-0.5378304856400399,0
379,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,-0.4514238157954349,0
405,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,-0.3998669919074751,0
56,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,0.00012152994085501412,0
320,CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24.C(=CC(=O)O)C(=O)O,0.21871247737899502,0
399,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O,0.35574538135469547,0
371,CCCC(CCC)C(=O)O,0.38377545218453596,0
297,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O.Cl,1.2691149888760898,0
305,C1=CC(=CC=C1C(=O)NCC(=O)[O-])N.[Na+],1.4044634032024055,0
412,CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36,1.9559173856594951,0
50,C1C2CC3CC1CC(C2)(C3)N.Cl,2.479790613306526,0
364,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF,2.760213034233835,0
158,CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)CCl,2.7668885616571735,0
105,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N,3.0220734678211003,0
314,CC1=CC=C(C=C1)S(=O)(=O)O.CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,3.706766805919215,0
428,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,3.90304739775887,0
378,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,4.15121226762354,0
335,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C,5.03584593264926,0
62,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,5.252566321257255,0
322,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,5.417783714350505,0
311,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O,5.617290438037109,0
392,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2.Cl,6.518037306838195,0
413,C1=NNC2=C1C(=O)NC=N2,8.04867392673762,0
340,CN1C(=O)CC(=O)N(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,8.20013363736286,0
421,C[N+](C)(C)CC(=O)[O-],9.22393235248497,0
332,C1C(=NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].[Na+],11.7958700068052,0
423,C1C(OC(S1)CO)N2C=CC(=NC2=O)N,18.8625204674119,0
406,CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F,19.0830622398625,0
333,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,19.65394776838145,0
382,CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O,43.85786645705515,1
